RUN	aswes1b.downloadRoutes30	downloadroutes30	1588530943032	 	3.3.1
REQUEST	14		request_89	1588531052827	1588531056460	OK	 
REQUEST	14		request_90	1588531052879	1588531056489	OK	 
REQUEST	6		request_321	1588531044169	1588531056504	OK	 
REQUEST	24		request_44	1588531031810	1588531056559	OK	 
REQUEST	16		request_83	1588531055908	1588531056565	OK	 
REQUEST	17		request_75	1588531055892	1588531056572	OK	 
REQUEST	21		request_25	1588531031660	1588531056605	OK	 
REQUEST	24		request_36	1588531031810	1588531056612	OK	 
REQUEST	13		request_74	1588531055960	1588531056614	OK	 
REQUEST	5		request_72	1588531052544	1588531056628	OK	 
REQUEST	17		request_71	1588531052587	1588531056629	OK	 
REQUEST	15		request_85	1588531052278	1588531056639	OK	 
REQUEST	16		request_79	1588531053050	1588531056642	OK	 
REQUEST	15		request_86	1588531053028	1588531056647	OK	 
REQUEST	13		request_72	1588531052881	1588531056660	OK	 
REQUEST	6		request_316	1588531044169	1588531056691	OK	 
REQUEST	6		request_318	1588531044168	1588531056718	OK	 
REQUEST	25		request_10 Redirect 2	1588531026883	1588531056761	OK	 
REQUEST	13		request_76	1588531056292	1588531056768	OK	 
REQUEST	13		request_75	1588531056284	1588531056803	OK	 
REQUEST	5		request_75	1588531056314	1588531056804	OK	 
REQUEST	15		request_90	1588531054365	1588531056864	OK	 
REQUEST	6		request_319	1588531044168	1588531056901	OK	 
REQUEST	22		request_25	1588531039670	1588531056902	OK	 
REQUEST	16		request_80	1588531054118	1588531056949	OK	 
REQUEST	15		request_91	1588531054462	1588531056970	OK	 
REQUEST	15		request_88	1588531053351	1588531056980	OK	 
REQUEST	16		request_81	1588531054346	1588531056987	OK	 
REQUEST	17		request_73	1588531054583	1588531057061	OK	 
REQUEST	17		request_76	1588531056572	1588531057166	OK	 
REQUEST	16		request_84	1588531056566	1588531057174	OK	 
REQUEST	13		request_77	1588531056614	1588531057183	OK	 
REQUEST	5		request_74	1588531055933	1588531057193	OK	 
REQUEST	5		request_76	1588531056629	1588531057374	OK	 
REQUEST	17		request_77	1588531056629	1588531057389	OK	 
REQUEST	13		request_70	1588531051666	1588531057403	OK	 
REQUEST	13		request_78	1588531056660	1588531057426	OK	 
REQUEST	24		request_43	1588531031812	1588531057497	OK	 
REQUEST	5		request_71	1588531052355	1588531057566	OK	 
REQUEST	5		request_70	1588531052334	1588531057587	OK	 
REQUEST	16		request_82	1588531055516	1588531057690	OK	 
REQUEST	5		request_73	1588531055805	1588531057714	OK	 
REQUEST	16		request_87	1588531056987	1588531057718	OK	 
REQUEST	5		request_77	1588531056805	1588531057733	OK	 
REQUEST	13		request_73	1588531055001	1588531057806	OK	 
REQUEST	17		request_78	1588531057062	1588531057830	OK	 
REQUEST	14		request_94	1588531056366	1588531057853	OK	 
REQUEST	5		request_78	1588531057193	1588531057879	OK	 
REQUEST	14		request_92	1588531055897	1588531057887	OK	 
REQUEST	17		request_74	1588531055193	1588531057924	OK	 
REQUEST	17		request_47	1588531031778	1588531057970	OK	 
REQUEST	24		request_34	1588531031811	1588531057996	OK	 
REQUEST	6		request_320	1588531044168	1588531058036	OK	 
REQUEST	17		request_72	1588531054557	1588531058046	OK	 
REQUEST	8		request_320	1588531040764	1588531058096	OK	 
REQUEST	11		request_324	1588531053706	1588531058317	OK	 
REQUEST	28		request_40	1588531042766	1588531058366	OK	 
REQUEST	14		request_91	1588531054592	1588531058388	OK	 
REQUEST	14		request_96	1588531056490	1588531058454	OK	 
REQUEST	13		request_84	1588531057806	1588531058471	OK	 
REQUEST	5		request_83	1588531057734	1588531058475	OK	 
REQUEST	15		request_93	1588531056647	1588531058577	OK	 
REQUEST	21		request_27	1588531058597	1588531058602	OK	 
REQUEST	21		request_31	1588531058610	1588531058612	OK	 
REQUEST	21		request_30	1588531058609	1588531058613	OK	 
REQUEST	21		request_29	1588531058609	1588531058613	OK	 
REQUEST	21		request_28	1588531058609	1588531058653	OK	 
REQUEST	22		request_27	1588531058906	1588531058912	OK	 
REQUEST	22		request_31	1588531058918	1588531058919	OK	 
REQUEST	22		request_30	1588531058917	1588531058920	OK	 
REQUEST	22		request_29	1588531058917	1588531058920	OK	 
REQUEST	22		request_28	1588531058917	1588531058960	OK	 
REQUEST	14		request_93	1588531055902	1588531059438	OK	 
REQUEST	15		request_96	1588531056981	1588531060536	OK	 
REQUEST	17		request_83	1588531058046	1588531061639	OK	 
REQUEST	15		request_94	1588531056865	1588531062451	OK	 
REQUEST	15		request_95	1588531056970	1588531063235	OK	 
REQUEST	14		request_95	1588531056461	1588531063327	OK	 
REQUEST	27		request_25	1588531049758	1588531063369	KO	j.n.s.SSLException: handshake timed out
REQUEST	15		request_92	1588531056639	1588531063570	OK	 
REQUEST	17		request_51	1588531031779	1588531063833	OK	 
REQUEST	26		request_36	1588531041016	1588531064313	OK	 
REQUEST	30		request_10 Redirect 3	1588531050419	1588531064653	KO	j.n.s.SSLException: handshake timed out
REQUEST	27		request_27	1588531065367	1588531065372	OK	 
REQUEST	27		request_31	1588531065377	1588531065379	OK	 
REQUEST	27		request_30	1588531065377	1588531065380	OK	 
REQUEST	27		request_29	1588531065377	1588531065380	OK	 
REQUEST	27		request_28	1588531065377	1588531065421	OK	 
REQUEST	24		request_45	1588531031810	1588531065622	OK	 
REQUEST	13		request_83	1588531057426	1588531066401	OK	 
REQUEST	30		request_27	1588531066657	1588531066664	OK	 
REQUEST	30		request_31	1588531066666	1588531066668	OK	 
REQUEST	30		request_30	1588531066666	1588531066669	OK	 
REQUEST	30		request_29	1588531066666	1588531066669	OK	 
REQUEST	30		request_28	1588531066666	1588531066709	OK	 
REQUEST	29		request_41	1588531052493	1588531067296	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_33	1588531052493	1588531067302	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_42	1588531052494	1588531067362	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_45	1588531052493	1588531067381	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_36	1588531052493	1588531067382	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_44	1588531052493	1588531067394	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_32	1588531052494	1588531067416	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_38	1588531052494	1588531067435	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_39	1588531052494	1588531067436	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_35	1588531052494	1588531067445	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_34	1588531052494	1588531067455	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_37	1588531052493	1588531067478	KO	j.n.s.SSLException: handshake timed out
REQUEST	12		request_10 Redirect 3	1588531052659	1588531067584	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_73	1588531052072	1588531068176	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_32	1588531053476	1588531068380	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_38	1588531053475	1588531068382	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_37	1588531053473	1588531068387	KO	j.n.s.SSLException: handshake timed out
REQUEST	9		request_324	1588531057857	1588531068410	KO	j.n.s.SSLException: handshake timed out
USER	downloadRoutes	9	END	1588530959907	1588531068410
REQUEST	20		request_42	1588531053476	1588531068439	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_35	1588531053477	1588531068442	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_43	1588531053477	1588531068449	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_40	1588531053476	1588531068459	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_36	1588531053475	1588531068486	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_40	1588531052494	1588531068487	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_33	1588531053475	1588531068489	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_45	1588531053474	1588531068494	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_41	1588531053474	1588531068534	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_43	1588531052494	1588531068538	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_44	1588531053474	1588531068582	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_34	1588531053477	1588531068583	KO	j.n.s.SSLException: handshake timed out
REQUEST	20		request_39	1588531053477	1588531068594	KO	j.n.s.SSLException: handshake timed out
REQUEST	21		request_37	1588531058604	1588531068611	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_41	1588531058604	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_44	1588531058605	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_45	1588531058605	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_33	1588531058605	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_36	1588531058606	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_38	1588531058606	1588531068612	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_40	1588531058607	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_42	1588531058607	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_32	1588531058607	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_34	1588531058608	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_35	1588531058608	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_39	1588531058608	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	21		request_43	1588531058609	1588531068613	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_37	1588531058913	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_41	1588531058914	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_44	1588531058915	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_45	1588531058915	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_33	1588531058916	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_36	1588531058916	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_38	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_40	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_42	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_32	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_34	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_35	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_39	1588531058917	1588531068919	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	22		request_43	1588531058917	1588531068920	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	12		request_27	1588531069577	1588531069582	OK	 
REQUEST	12		request_31	1588531069588	1588531069590	OK	 
REQUEST	12		request_30	1588531069588	1588531069590	OK	 
REQUEST	12		request_29	1588531069588	1588531069590	OK	 
REQUEST	12		request_28	1588531069587	1588531069633	OK	 
REQUEST	6		request_324	1588531061027	1588531071028	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	6	END	1588530953906	1588531071028
REQUEST	8		request_324	1588531061107	1588531071108	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	8	END	1588530957906	1588531071108
REQUEST	15		request_89	1588531054136	1588531071757	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	27		request_37	1588531065373	1588531075378	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_41	1588531065374	1588531075378	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_44	1588531065374	1588531075378	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_45	1588531065375	1588531075378	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_33	1588531065375	1588531075379	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_36	1588531065376	1588531075379	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_38	1588531065376	1588531075379	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_40	1588531065377	1588531075379	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_42	1588531065377	1588531075379	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_32	1588531065377	1588531075380	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_34	1588531065377	1588531075380	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_35	1588531065377	1588531075380	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_39	1588531065377	1588531075380	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	27		request_43	1588531065377	1588531075380	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	14		request_99	1588531058389	1588531075675	OK	 
REQUEST	13		request_82	1588531057404	1588531075878	OK	 
REQUEST	28		request_33	1588531042765	1588531076462	OK	 
REQUEST	18		request_36	1588531016496	1588531076498	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to a.tile.openstreetmap.org/46.226.108.71:443 after 60000 ms
REQUEST	5		request_81	1588531057587	1588531076534	OK	 
REQUEST	16		request_89	1588531057691	1588531076603	OK	 
REQUEST	30		request_37	1588531066665	1588531076667	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_41	1588531066665	1588531076668	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_44	1588531066665	1588531076668	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_45	1588531066665	1588531076668	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_33	1588531066665	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_36	1588531066665	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_38	1588531066665	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_40	1588531066665	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_42	1588531066665	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_32	1588531066666	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_34	1588531066666	1588531076669	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_35	1588531066666	1588531076670	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	30		request_39	1588531066666	1588531076670	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
